ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,Sex,Age,AgeCategory,PrimaryOrMetastasis,SampleCollectionSite,ModelType,GrowthPattern,TissueOrigin
ACH-000942,HPB-ALL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,Male,14.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000943,RKO,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Unknown,,Unknown,Primary,Colon,Cell Line,Adherent,
ACH-000944,NAMALWA,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL,Female,3.0,Pediatric,,B lymphoblastoid cells,Cell Line,Suspension,
ACH-000945,NCI-H650,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,,Unknown,Metastatic,lung,Cell Line,Suspension,
ACH-000946,HEC-265,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,59.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000947,OVK18,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV,Female,49.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000948,23132/87,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Male,72.0,Adult,Primary,stomach,Cell Line,Adherent,
ACH-000950,LoVo,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,56.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000953,SUP-T1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,Male,8.0,Pediatric,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000954,HEC-1-A,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,71.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000955,SNU-407,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,37.0,Adult,Metastatic,soft_tissue,Cell Line,Adherent,
ACH-000956,22Rv1,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,Male,,Adult,Primary,prostate,Cell Line,Adherent,
ACH-000957,LS 180,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Female,58.0,Adult,Primary,Colon,Cell Line,Adherent,
ACH-000958,SW48,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Female,83.0,Adult,Primary,Colon,Cell Line,Mixed,
ACH-000959,SNU-C4,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,35.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-000960,Reh,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Female,15.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000961,Ishikawa (Heraklio) 02 ER-,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,39.0,Adult,Primary,endometrium,Cell Line,Unknown,
ACH-000963,CCK-81,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Female,62.0,Adult,Metastatic,large_intestine,Cell Line,Adherent,
ACH-000964,MOLT-3,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,Male,19.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000965,RL95-2,Uterus,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,UASC,Female,65.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000966,IGROV1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV,Female,47.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000967,SNU-C2A,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Female,43.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-000968,COLO 792,Skin,Melanoma,Melanoma,MEL,Male,62.0,Adult,Metastatic,central_nervous_system,Cell Line,Adherent,
ACH-000969,KM12,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Unknown,,Unknown,Primary,large_intestine,Cell Line,Mixed,
ACH-000971,HCT 116,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,48.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-000973,639-V,Bladder/Urinary Tract,Urethral Cancer,Urethral Urothelial Carcinoma,UCU,Male,69.0,Adult,Primary,urinary_tract,Cell Line,Adherent,
ACH-000974,SNG-M,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,52.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000975,HCC2450,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,52.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000976,HuCCT1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH,Male,56.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000977,LNCaP clone FGC,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,Male,50.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000978,EN,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,50.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000979,DU 145,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD,Male,69.0,Adult,Metastatic,central_nervous_system,Cell Line,Adherent,
ACH-000981,DND-41,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,Male,13.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000982,GP2d,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Female,71.0,Adult,Primary,Colon,Cell Line,Adherent,
ACH-000983,KCL-22,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1,Female,32.0,Adult,,pleural_effusion,Cell Line,Suspension,
ACH-000985,LS411N,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,32.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-000986,HT115,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Unknown,,Unknown,Primary,Colon,Cell Line,Adherent,
ACH-000988,MFE-319,Uterus,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,UASC,Female,81.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000994,HEC-59,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,,Unknown,Primary,endometrium,Cell Line,Adherent,
ACH-000995,JURKAT,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,Male,14.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Adherent,
ACH-000996,HEC-251,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,53.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000997,HCT-15,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,67.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-001001,143B,Bone,Osteosarcoma,Osteosarcoma,OS,Female,13.0,Pediatric,Primary,bone,Cell Line,Adherent,
ACH-001019,BroLi,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC,Male,55.0,Adult,,pleural_effusion,Cell Line,Suspension,
ACH-001020,BT-16,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,ATRT,Male,2.0,Pediatric,,brain,Cell Line,Adherent,
ACH-001021,C3A,Liver,Hepatoblastoma,Hepatoblastoma,LIHB,Male,15.0,Pediatric,Primary,liver,Cell Line,Adherent,
ACH-001029,CHLA-10,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Female,14.0,Pediatric,,lymph_node,Cell Line,Adherent,
ACH-001031,CHLA-266,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,ATRT,Female,2.0,Pediatric,Primary,brain,Cell Line,Adherent,
ACH-001036,CMK-11-5,Myeloid,Acute Myeloid Leukemia,Myeloid Leukemia Associated with Down Syndrome,MLADS,Male,0.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001038,COG-E-352,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Male,17.0,Pediatric,,haematopoietic_and_lymphoid_tissue,Cell Line,Mixed,
ACH-001046,COR-L26,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Female,,Unknown,,bone_marrow,Cell Line,Suspension,
ACH-001053,D425,CNS/Brain,Embryonal Tumor,"Medulloblastoma, Group 3",MBLG3,Male,6.0,Pediatric,Primary,central_nervous_system,Cell Line,Mixed,
ACH-001054,D458,CNS/Brain,Embryonal Tumor,"Medulloblastoma, Group 3",MBLG3,Male,6.0,Pediatric,Primary,central_nervous_system,Cell Line,Mixed,
ACH-001057,DERL-2,Lymphoid,Mature T and NK Neoplasms,Hepatosplenic T-cell Lymphoma,HSTCL,Male,30.0,Adult,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001059,DL,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,,Male,1.0,Pediatric,,soft_tissue,Cell Line,Unknown,
ACH-001060,DL-40,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Negative,ALCLALKN,Female,64.0,Adult,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001061,DLD-1,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,67.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-001067,F5,CNS/Brain,Meningothelial Tumor,Meningioma,MNG,Male,,Unknown,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001068,FE-PD,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Negative,ALCLALKN,Female,46.0,Adult,,haematopoietic_and_lymphoid_tissue,Cell Line,Unknown,
ACH-001075,NCI-H292,Lung,Non-Small Cell Lung Cancer,Mucoepidermoid Carcinoma of the Lung,LUMEC,Female,32.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-001085,HEK-293,,Non-Cancerous,Transformed cell line,,Female,,Fetus,Primary,kidney,Cell Line,Adherent,
ACH-001096,JR,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS,Unknown,,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-001097,KARPAS-384,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,NHL,Male,48.0,Adult,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001099,KD,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,,Female,0.0,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-001100,KHYG-1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),NKCLL,Female,45.0,Adult,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001106,KOPN-8,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Female,0.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001111,L82,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP,Female,24.0,Adult,,pleural_effusion,Cell Line,Suspension,
ACH-001119,Mac-2A,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Negative,ALCLALKN,Male,47.0,Adult,Metastatic,skin,Cell Line,Suspension,
ACH-001128,MON,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,,Male,0.0,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-001129,MONO-MAC-1,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,AMOL,Male,64.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001132,MTA,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),NKCLL,Female,58.0,Adult,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001134,MYLA,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,NHL,Male,,Unknown,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001147,OCI-Ly12,Lymphoid,Mature T and NK Neoplasms,Follicular T-Cell Lymphoma,FTCL,Male,37.0,Adult,,lymph_node,Cell Line,Suspension,
ACH-001148,OCILY-132,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,Female,28.0,Adult,,bone_marrow,Cell Line,Suspension,
ACH-001151,OVCAR-5,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,67.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-001164,CCLF_PEDS_0003_T,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFH,Male,,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-001183,RT112/84,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Female,,Unknown,Primary,urinary_tract,Cell Line,Adherent,
ACH-001184,SCMC-RM2,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS,Female,11.0,Pediatric,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-001188,SH-SY5Y,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Female,4.0,Pediatric,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-001190,SK-MEL-2,Skin,Melanoma,Melanoma,MEL,Male,60.0,Adult,Metastatic,skin,Cell Line,Adherent,
ACH-001192,SK-NEP-1,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Female,25.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-001193,SK-PN-DW,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Male,17.0,Pediatric,,Embryonal,Cell Line,Adherent,
ACH-001196,SMS-CTR,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,ERMS,Male,1.0,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-001197,SMZ-1,Lymphoid,Non-Hodgkin Lymphoma,Mature T and NK Neoplasms,MTNN,Male,46.0,Adult,Metastatic,ascites,Cell Line,Suspension,
ACH-001200,STM91-01,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT,Male,0.0,Pediatric,Metastatic,lung,Cell Line,Adherent,
ACH-001201,SU-MB-002,CNS/Brain,Embryonal Tumor,"Medulloblastoma, NOS",MBLNOS,Unknown,,Pediatric,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001205,TC-32,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Female,17.0,Pediatric,Primary,bone,Cell Line,Adherent,
ACH-001209,TOM-1,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Female,54.0,Adult,,bone_marrow,Cell Line,Mixed,
ACH-001210,TTC-1240,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT,Female,0.0,Pediatric,Metastatic,central_nervous_system,Cell Line,Adherent,
ACH-001211,TTC-549,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,,Female,6.0,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-001227,UPCI-SCC-090,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,46.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001228,UPCI-SCC-152,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,47.0,Adult,,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001232,UW228,CNS/Brain,Embryonal Tumor,"Medulloblastoma, NOS",MBLNOS,Male,9.0,Pediatric,Primary,central_nervous_system,Cell Line,Adherent,
ACH-001239,WM-266-4,Skin,Melanoma,Melanoma,MEL,Female,55.0,Adult,Metastatic,skin,Cell Line,Adherent,
ACH-001274,SW982,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS,Female,25.0,Adult,,soft_tissue,Cell Line,Adherent,
ACH-001275,SYO-1,Bone,Osteosarcoma,Osteosarcoma,OS,Female,19.0,Adult,,,Cell Line,Adherent,
ACH-001277,Yamato,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS,Male,30.0,Adult,Metastatic,soft_tissue,Cell Line,Adherent,
ACH-001278,BIN-67,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,SCCO,Female,,Unknown,Metastatic,bone,Cell Line,Adherent,
ACH-001279,SCCOHT-1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,SCCO,Female,31.0,Adult,,ovary,Cell Line,Adherent,
ACH-001280,SCS-214,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS,Unknown,,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-001283,TC-106,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Male,19.0,Adult,Metastatic,skin,Cell Line,Adherent,
ACH-001295,Y-79,Eye,Retinoblastoma,Retinoblastoma,RBL,Female,2.0,Pediatric,Primary,eye,Cell Line,Suspension,
ACH-001300,CHLA-15,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Female,1.0,Pediatric,Primary,autonomic_ganglia,Cell Line,Mixed,
ACH-001301,COG-N-278,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Unknown,4.0,Pediatric,Unknown,autonomic_ganglia,Cell Line,Adherent,
ACH-001302,COG-N-305,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Unknown,1.0,Pediatric,Unknown,autonomic_ganglia,Cell Line,Mixed,
ACH-001303,NB-1643,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Male,3.0,Pediatric,Unknown,abdomen,Cell Line,Adherent,
ACH-001306,8305C,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP,Female,67.0,Adult,Primary,thyroid,Cell Line,Adherent,
ACH-001307,8505C,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP,Female,78.0,Adult,Primary,thyroid,Cell Line,Adherent,
ACH-001318,PLC/PRF/5,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,24.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-001322,CME-1,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS,Female,,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-001333,C-33 A,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC,Female,66.0,Adult,Primary,cervix,Cell Line,Adherent,
ACH-001334,C-4 I,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC,Female,41.0,Adult,Primary,cervix,Cell Line,Adherent,
ACH-001336,Ca Ski,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC,Female,40.0,Adult,Metastatic,small_intestine,Cell Line,Adherent,
ACH-001338,CHP-134,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Male,1.0,Pediatric,Primary,autonomic_ganglia,Cell Line,Adherent,
ACH-001344,GI-ME-N,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Female,3.0,Pediatric,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-001349,HD-MB03,CNS/Brain,Embryonal Tumor,"Medulloblastoma, NOS",MBLNOS,Male,3.0,Pediatric,Metastatic,central_nervous_system,Cell Line,Adherent,
ACH-001350,HTC-C3,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP,Female,44.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-001354,LAN-2,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Female,3.0,Pediatric,Primary,autonomic_ganglia,Cell Line,Adherent,
ACH-001366,NGP,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Male,2.0,Pediatric,Metastatic,lung,Cell Line,Adherent,
ACH-001385,RPMI 2650,Head and Neck,"Head and Neck Carcinoma, Other",NUT Midline Carcinoma of the Head and Neck,NMCHN,Male,52.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-001393,SUM-190PT,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,Female,,Unknown,Primary,breast,Cell Line,Suspension,
ACH-001395,SUM-44PE,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC,Female,,Unknown,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-001398,SW 156,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,Male,75.0,Adult,Primary,kidney,Cell Line,Adherent,
ACH-001400,SW 954,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,VSC,Female,86.0,Adult,Primary,cervix,Cell Line,Adherent,
ACH-001401,SW-13,Adrenal Gland,Adrenocortical Carcinoma,Adrenocortical Carcinoma,ACC,Female,55.0,Adult,Primary,autonomic_ganglia,Cell Line,Adherent,
ACH-001421,WERI-Rb-1,Eye,Retinoblastoma,Retinoblastoma,RBL,Female,1.0,Pediatric,Primary,eye,Cell Line,Suspension,
ACH-001422,WPE1-NA22,Prostate,Non-Cancerous,"Immortalized Epithelial Cells, Prostate",,Male,54.0,Adult,Primary,prostate,Cell Line,Adherent,
ACH-001428,CCLF_PEDS_0010_T,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Male,15.0,Pediatric,Metastatic,pleural_cavity,Cell Line,Adherent,
ACH-001430,TC-138,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Male,,Pediatric,Primary,bone,Cell Line,Mixed,
ACH-001431,TC-205,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Unknown,,Pediatric,Primary,bone,Cell Line,Adherent,
ACH-001433,CCLF_PEDS_0008_T,Soft Tissue,Epithelioid Sarcoma,Epithelioid Sarcoma,EPIS,Female,17.0,Pediatric,Metastatic,pleural_cavity,Cell Line,Adherent,
ACH-001435,1156QE/8,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA,Male,22.0,Adult,Primary,Embryonal,Cell Line,Adherent,
ACH-001440,833KE,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA,Male,19.0,Adult,Primary,abdomen,Cell Line,Adherent,
ACH-001441,92-1,Eye,Ocular Melanoma,Uveal Melanoma,UM,Female,76.0,Adult,Metastatic,uvea,Cell Line,Adherent,
ACH-001442,A388,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC,Male,86.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-001445,BICR 3,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Female,,Unknown,Primary,lung,Cell Line,Adherent,
ACH-001447,BJAB,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL,Female,5.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Adherent,
ACH-001461,C99,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ,Male,69.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-001465,CHLA-136,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Female,3.0,Pediatric,Metastatic,blood,Cell Line,Suspension,
ACH-001481,CHLA-90,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Male,8.0,Pediatric,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-001489,COR-L32,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Unknown,,Unknown,Metastatic,bone_marrow,Cell Line,Suspension,
ACH-001492,DOGKIT,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL,Male,57.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001494,EGI-1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,EHCH,Male,52.0,Adult,Primary,biliary_tract,Cell Line,Adherent,
ACH-001502,GCT-27,Testis,Non-Seminomatous Germ Cell Tumor,Teratoma,TT,Male,,Unknown,Primary,Embryonal,Cell Line,Adherent,
ACH-001503,GUMBUS,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL,Male,28.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-001508,H314,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,82.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001509,H357,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,74.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001519,H-EMC-SS,Bone,Chondrosarcoma,Extraskeletal Myxoid Chondrosarcoma,EMCHS,Female,77.0,Adult,Primary,soft_tissue,Cell Line,Adherent,
ACH-001526,HuO9,Bone,Osteosarcoma,Osteosarcoma,OS,Female,13.0,Pediatric,Primary,bone,Cell Line,Adherent,
ACH-001528,IHH-4,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,THPA,Male,75.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-001530,JEG-3,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,UCCA,Male,,Fetus,Metastatic,central_nervous_system,Cell Line,Adherent,
ACH-001533,KARPAS 1718,Lymphoid,Mature B-Cell Neoplasms,Splenic Marginal Zone Lymphoma,SMZL,Male,,Unknown,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Adherent,
ACH-001543,KOSC-2,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,51.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-001547,LO68,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO,Male,57.0,Adult,Primary,pleural_effusion,Cell Line,Adherent,
ACH-001548,LS,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Female,1.0,Pediatric,Metastatic,autonomic_ganglia,Cell Line,Adherent,
